date,weekday,korean_category,chinese_category,japanese_category,western_category,korean_sales,chinese_sales,japanese_sales,western_sales,total_sales,temperature,is_exam,is_festival,is_vacation
2022-09-01,3,부대찌개,짬뽕,가츠동,알리오 올리오,253,276,264,198,991,10.598864263827029,0,0,0
2022-09-02,4,불고기,짬뽕,미소라멘,오믈라이스,190,190,190,160,730,21.387741336084893,0,0,0
2022-09-03,5,감자탕,짜장면,냉모밀,스테이크,0,0,0,0,0,11.137732256177909,0,0,0
2022-09-04,6,부대찌개,고추잡채덮밥,가츠동,치킨까스,0,0,0,0,0,11.709643264636082,0,0,0
2022-09-05,0,제육볶음,짬뽕,우동,치킨까스,182,175,154,168,679,20.51074058496394,0,0,0
2022-09-06,1,설렁탕,마파두부덮밥,미소라멘,알리오 올리오,252,228,301,228,1009,23.71520150772122,0,0,0
2022-09-07,2,제육볶음,짜장면,우동,오믈라이스,252,272,213,204,941,11.485300113523977,0,0,0
2022-09-08,3,제육볶음,고추잡채덮밥,우동,치킨까스,313,204,265,289,1071,13.895253129635908,0,0,0
2022-09-09,4,돈까스,짜장면,규동,치킨까스,185,207,185,177,754,16.02466665282153,0,0,0
2022-09-10,5,김치찌개,마파두부덮밥,가츠동,오믈라이스,0,0,0,0,0,20.186092933216777,0,0,0
2022-09-11,6,김치찌개,볶음밥,우동,치킨까스,0,0,0,0,0,12.039428764715288,0,0,0
2022-09-12,0,부대찌개,짜장면,우동,치킨까스,225,275,216,235,951,14.264166462173671,0,0,0
2022-09-13,1,순대국밥,짬뽕,미소라멘,치킨까스,251,285,285,274,1095,17.332012728185234,0,0,0
2022-09-14,2,설렁탕,짜장면,미소라멘,까르보나라,186,248,221,194,849,16.304298223399854,0,0,0
2022-09-15,3,제육볶음,짜장면,냉모밀,알리오 올리오,287,309,210,198,1004,13.871531786309705,0,0,0
2022-09-16,4,부대찌개,짜장면,냉모밀,스테이크,175,212,144,205,736,14.598531106451876,0,0,0
2022-09-17,5,김치찌개,볶음밥,우동,치킨까스,0,0,0,0,0,10.875312574890057,0,0,0
2022-09-18,6,제육볶음,볶음밥,냉모밀,알리오 올리오,0,0,0,0,0,14.285478768076004,0,0,0
2022-09-19,0,돈까스,짜장면,가츠동,치킨까스,241,270,232,231,974,14.200837529973136,0,0,0
2022-09-20,1,돈까스,고추잡채덮밥,우동,오믈라이스,308,209,271,259,1047,15.696509668878768,0,0,0
2022-09-21,2,부대찌개,볶음밥,가츠동,치킨까스,258,257,269,269,1053,13.334018343542953,0,0,0
2022-09-22,3,순대국밥,짬뽕,냉모밀,오믈라이스,285,324,247,272,1128,16.414615567635416,0,0,0
2022-09-23,4,불고기,고추잡채덮밥,미소라멘,스테이크,237,161,236,255,889,18.038147453459487,0,0,0
2022-09-24,5,제육볶음,짬뽕,라멘,스테이크,0,0,0,0,0,15.466287983005396,0,0,0
2022-09-25,6,부대찌개,고추잡채덮밥,가츠동,알리오 올리오,0,0,0,0,0,16.05526922519761,0,0,0
2022-09-26,0,제육볶음,짜장면,냉모밀,치킨까스,273,294,199,252,1018,15.159466042733602,0,0,0
2022-09-27,1,감자탕,짜장면,가츠동,치킨까스,239,279,239,239,996,15.000253179274242,0,0,0
2022-09-28,2,김치찌개,짜장면,미소라멘,스테이크,216,276,246,266,1004,12.835325899371458,0,1,0
2022-09-29,3,불고기,고추잡채덮밥,우동,까르보나라,354,241,312,312,1219,15.949482785019924,0,1,0
2022-09-30,4,불고기,짬뽕,미소라멘,치킨까스,239,238,238,229,944,14.708140204759532,0,1,0
2022-10-01,5,순대국밥,짬뽕,미소라멘,알리오 올리오,0,0,0,0,0,21.279504926791784,0,0,0
2022-10-02,6,돈까스,마파두부덮밥,라멘,치킨까스,0,0,0,0,0,19.720064707425728,0,0,0
2022-10-03,0,돈까스,볶음밥,라멘,스테이크,208,191,216,225,840,16.157539657669503,0,0,0
2022-10-04,1,돈까스,볶음밥,규동,스테이크,247,227,247,266,987,12.710828370915698,0,0,0
2022-10-05,2,순대국밥,짜장면,규동,스테이크,207,263,235,254,959,11.662765584049746,0,0,0
2022-10-06,3,순대국밥,짜장면,규동,알리오 올리오,209,266,237,171,883,18.573428859266595,0,0,0
2022-10-07,4,제육볶음,짜장면,규동,까르보나라,142,152,136,120,550,15.788247675441417,0,0,0
2022-10-08,5,부대찌개,고추잡채덮밥,규동,알리오 올리오,0,0,0,0,0,16.44043021017483,0,0,0
2022-10-09,6,돈까스,볶음밥,라멘,오믈라이스,0,0,0,0,0,9.766242039077422,0,0,0
2022-10-10,0,불고기,마파두부덮밥,규동,치킨까스,233,167,232,223,855,17.78231544467454,0,0,0
2022-10-11,1,김치찌개,볶음밥,우동,까르보나라,235,245,235,234,949,16.36326101464309,0,0,0
2022-10-12,2,김치찌개,짜장면,규동,오믈라이스,167,212,190,159,728,11.668707946756566,0,0,0
2022-10-13,3,부대찌개,볶음밥,냉모밀,치킨까스,237,237,196,248,918,13.585425577650152,0,0,0
2022-10-14,4,김치찌개,볶음밥,냉모밀,치킨까스,171,179,148,186,684,15.79115161306956,0,0,0
2022-10-15,5,부대찌개,고추잡채덮밥,미소라멘,까르보나라,0,0,0,0,0,15.15740039506873,1,0,0
2022-10-16,6,부대찌개,고추잡채덮밥,우동,까르보나라,0,0,0,0,0,14.123486442589336,1,0,0
2022-10-17,0,제육볶음,고추잡채덮밥,우동,스테이크,263,172,223,273,931,14.689535195802115,1,0,0
2022-10-18,1,순대국밥,볶음밥,냉모밀,알리오 올리오,271,283,234,221,1009,14.244067865379344,1,0,0
2022-10-19,2,부대찌개,짜장면,라멘,치킨까스,212,258,240,222,932,15.457687536307406,1,0,0
2022-10-20,3,제육볶음,고추잡채덮밥,냉모밀,알리오 올리오,268,175,196,185,824,19.41447591897947,1,0,0
2022-10-21,4,돈까스,볶음밥,가츠동,오믈라이스,238,219,229,200,886,7.300024677206107,1,0,0
2022-10-22,5,순대국밥,마파두부덮밥,규동,까르보나라,0,0,0,0,0,14.289449206470948,0,0,0
2022-10-23,6,부대찌개,짬뽕,가츠동,스테이크,0,0,0,0,0,15.52953726411734,0,0,0
2022-10-24,0,김치찌개,짜장면,규동,오믈라이스,186,237,211,177,811,15.8879819690613,0,0,0
2022-10-25,1,김치찌개,볶음밥,냉모밀,오믈라이스,218,228,189,209,844,13.88425625603613,0,0,0
2022-10-26,2,불고기,짬뽕,규동,알리오 올리오,206,206,205,148,765,9.729834652564252,0,0,0
2022-10-27,3,순대국밥,고추잡채덮밥,우동,알리오 올리오,251,194,251,205,901,15.983986451142329,0,0,0
2022-10-28,4,불고기,볶음밥,가츠동,스테이크,156,143,150,168,617,20.182050642492555,0,0,0
2022-10-29,5,돈까스,마파두부덮밥,미소라멘,치킨까스,0,0,0,0,0,10.398415785251586,0,0,0
2022-10-30,6,설렁탕,짬뽕,우동,알리오 올리오,0,0,0,0,0,17.591484041094564,0,0,0
2022-10-31,0,불고기,짜장면,미소라멘,까르보나라,250,280,250,220,1000,14.014424330631318,0,0,0
2022-11-01,1,김치찌개,마파두부덮밥,우동,오믈라이스,254,207,254,242,957,14.816026962513458,0,0,0
2022-11-02,2,감자탕,마파두부덮밥,미소라멘,알리오 올리오,242,182,253,182,859,11.841304467888154,0,0,0
2022-11-03,3,순대국밥,고추잡채덮밥,냉모밀,치킨까스,230,178,199,251,858,13.99663148293237,0,0,0
2022-11-04,4,순대국밥,짜장면,가츠동,스테이크,147,186,160,180,673,18.90013378409688,0,0,0
2022-11-05,5,부대찌개,마파두부덮밥,라멘,스테이크,0,0,0,0,0,16.74796572596312,0,0,0
2022-11-06,6,돈까스,볶음밥,냉모밀,오믈라이스,0,0,0,0,0,20.196934816229835,0,0,0
2022-11-07,0,김치찌개,볶음밥,우동,오믈라이스,193,201,192,184,770,18.532235666933083,0,0,0
2022-11-08,1,부대찌개,마파두부덮밥,라멘,스테이크,219,171,247,257,894,16.317260036788728,0,0,0
2022-11-09,2,제육볶음,마파두부덮밥,냉모밀,알리오 올리오,281,195,205,195,876,20.23180357850337,0,0,0
2022-11-10,3,감자탕,고추잡채덮밥,미소라멘,까르보나라,244,173,255,224,896,16.316979476214897,0,0,0
2022-11-11,4,감자탕,짜장면,규동,알리오 올리오,193,226,201,145,765,17.483964530391177,0,0,0
2022-11-12,5,불고기,고추잡채덮밥,규동,오믈라이스,0,0,0,0,0,14.110287139395876,0,0,0
2022-11-13,6,순대국밥,볶음밥,가츠동,치킨까스,0,0,0,0,0,15.199637447577617,0,0,0
2022-11-14,0,감자탕,짬뽕,우동,오믈라이스,226,236,207,198,867,12.90772853009917,0,0,0
2022-11-15,1,돈까스,짬뽕,규동,알리오 올리오,245,245,245,177,912,17.96875180378456,0,0,0
2022-11-16,2,감자탕,짬뽕,냉모밀,오믈라이스,225,234,178,197,834,11.465089130655404,0,0,0
2022-11-17,3,불고기,볶음밥,규동,까르보나라,259,238,259,228,984,17.347051027252984,0,0,0
2022-11-18,4,부대찌개,짬뽕,미소라멘,까르보나라,137,149,149,132,567,14.428046827484522,0,0,0
2022-11-19,5,불고기,짬뽕,가츠동,치킨까스,0,0,0,0,0,18.51374128040196,0,0,0
2022-11-20,6,순대국밥,고추잡채덮밥,미소라멘,까르보나라,0,0,0,0,0,17.25260696619378,0,0,0
2022-11-21,0,불고기,볶음밥,우동,까르보나라,238,219,209,209,875,20.461938472940403,0,0,0
2022-11-22,1,김치찌개,짜장면,우동,스테이크,193,245,193,236,867,17.192324073415936,0,0,0
2022-11-23,2,제육볶음,마파두부덮밥,라멘,스테이크,244,169,244,254,911,10.283879233040278,0,0,0
2022-11-24,3,설렁탕,고추잡채덮밥,라멘,알리오 올리오,216,175,267,185,843,14.799140481305397,0,0,0
2022-11-25,4,불고기,고추잡채덮밥,가츠동,까르보나라,213,145,205,188,751,11.483978422215552,0,0,0
2022-11-26,5,돈까스,짜장면,규동,알리오 올리오,0,0,0,0,0,13.445160472901176,0,0,0
2022-11-27,6,부대찌개,마파두부덮밥,라멘,스테이크,0,0,0,0,0,19.533685299830164,0,0,0
2022-11-28,0,부대찌개,짜장면,미소라멘,치킨까스,197,239,214,205,855,16.912601432693087,0,0,0
2022-11-29,1,불고기,짜장면,가츠동,치킨까스,243,272,234,234,983,12.903208714263762,0,0,0
2022-11-30,2,순대국밥,고추잡채덮밥,미소라멘,알리오 올리오,252,194,286,206,938,11.958847900678805,0,0,0
2022-12-01,3,순대국밥,짬뽕,우동,알리오 올리오,178,168,178,121,645,0.0983462786287823,0,0,0
2022-12-02,4,돈까스,마파두부덮밥,미소라멘,알리오 올리오,120,86,168,86,460,-3.6496804481433833,0,0,0
2022-12-03,5,감자탕,볶음밥,우동,까르보나라,0,0,0,0,0,-2.0134208321897438,0,0,0
2022-12-04,6,김치찌개,고추잡채덮밥,우동,오믈라이스,0,0,0,0,0,0.9360284146537317,0,0,0
2022-12-05,0,부대찌개,마파두부덮밥,냉모밀,알리오 올리오,228,149,110,148,635,3.4659361083200886,0,0,0
2022-12-06,1,제육볶음,짬뽕,규동,치킨까스,148,142,142,137,569,1.8262844166733192,0,0,0
2022-12-07,2,감자탕,마파두부덮밥,냉모밀,알리오 올리오,296,159,117,159,731,-6.8738685257943,0,0,0
2022-12-08,3,부대찌개,짬뽕,미소라멘,알리오 올리오,199,181,217,130,727,0.9131001870907792,0,0,0
2022-12-09,4,설렁탕,볶음밥,라멘,오믈라이스,124,114,154,104,496,0.2161007196977337,0,0,0
2022-12-10,5,돈까스,짜장면,미소라멘,치킨까스,0,0,0,0,0,1.2416708561180791,1,0,0
2022-12-11,6,설렁탕,볶음밥,가츠동,치킨까스,0,0,0,0,0,4.848629044953622,1,0,0
2022-12-12,0,불고기,마파두부덮밥,라멘,스테이크,133,96,193,143,565,-6.189714830414228,1,0,0
2022-12-13,1,돈까스,볶음밥,가츠동,알리오 올리오,236,217,226,170,849,-1.7733102755733168,1,0,0
2022-12-14,2,부대찌개,고추잡채덮밥,냉모밀,까르보나라,298,183,144,238,863,1.772718968380064,1,0,0
2022-12-15,3,제육볶음,마파두부덮밥,가츠동,치킨까스,235,163,217,217,832,-4.7447831983618265,1,0,0
2022-12-16,4,제육볶음,볶음밥,냉모밀,알리오 올리오,215,190,110,148,663,4.427847144160527,1,0,0
2022-12-17,5,감자탕,짜장면,우동,오믈라이스,0,0,0,0,0,1.1050698381019752,0,0,0
2022-12-18,6,돈까스,짬뽕,미소라멘,오믈라이스,0,0,0,0,0,2.539751957530212,0,0,0
2022-12-19,0,김치찌개,마파두부덮밥,미소라멘,스테이크,163,95,185,143,586,-1.7128309845653835,0,0,0
2022-12-20,1,부대찌개,고추잡채덮밥,미소라멘,치킨까스,167,103,182,146,598,2.4412910698986314,0,0,0
2022-12-21,2,김치찌개,볶음밥,가츠동,치킨까스,71,62,65,65,263,3.2054146679671147,0,0,1
2022-12-22,3,제육볶음,볶음밥,우동,알리오 올리오,79,70,81,55,285,0.6986340604115051,0,0,1
2022-12-23,4,제육볶음,짬뽕,미소라멘,알리오 올리오,80,77,92,55,304,0.7032026780960878,0,0,1
2022-12-24,5,부대찌개,짜장면,규동,치킨까스,0,0,0,0,0,0.8110297178451776,0,0,1
2022-12-25,6,순대국밥,고추잡채덮밥,라멘,오믈라이스,0,0,0,0,0,-2.590035794218145,0,0,1
2022-12-26,0,불고기,짬뽕,라멘,치킨까스,49,48,71,47,215,-0.4425860407210588,0,0,1
2022-12-27,1,김치찌개,짬뽕,규동,알리오 올리오,71,58,58,42,229,-0.4575675973570764,0,0,1
2022-12-28,2,김치찌개,마파두부덮밥,가츠동,스테이크,97,66,88,99,350,1.1501815930604853,0,0,1
2022-12-29,3,감자탕,짜장면,냉모밀,오믈라이스,112,109,52,81,354,2.999472740730884,0,0,1
2022-12-30,4,순대국밥,고추잡채덮밥,우동,치킨까스,78,43,77,60,258,-3.175608245935228,0,0,1
2022-12-31,5,설렁탕,마파두부덮밥,미소라멘,까르보나라,0,0,0,0,0,-0.3750270909587329,0,0,1
2023-01-01,6,감자탕,마파두부덮밥,가츠동,오믈라이스,0,0,0,0,0,4.44436664297692,0,0,1
2023-01-02,0,감자탕,고추잡채덮밥,우동,알리오 올리오,78,39,71,42,230,-2.230764686437692,0,0,1
2023-01-03,1,부대찌개,짬뽕,우동,스테이크,63,49,60,53,225,-2.466750051870961,0,0,1
2023-01-04,2,돈까스,짬뽕,가츠동,치킨까스,91,91,88,88,358,0.6069185754935807,0,0,1
2023-01-05,3,김치찌개,짜장면,라멘,치킨까스,61,64,72,55,252,2.5331555714559606,0,0,1
2023-01-06,4,돈까스,마파두부덮밥,가츠동,오믈라이스,63,45,60,52,220,0.0342781666819779,0,0,1
2023-01-07,5,김치찌개,짜장면,가츠동,까르보나라,0,0,0,0,0,3.986881771310968,0,0,1
2023-01-08,6,부대찌개,짜장면,규동,오믈라이스,0,0,0,0,0,2.5703819476995804,0,0,1
2023-01-09,0,돈까스,짜장면,우동,오믈라이스,60,68,64,51,243,2.5254602006701856,0,0,1
2023-01-10,1,제육볶음,짬뽕,미소라멘,오믈라이스,83,79,95,67,324,1.6623495039722798,0,0,1
2023-01-11,2,순대국밥,짜장면,규동,치킨까스,88,94,84,80,346,6.982959301038255,0,0,1
2023-01-12,3,제육볶음,볶음밥,냉모밀,스테이크,109,96,56,113,374,-0.6154850665981326,0,0,1
2023-01-13,4,감자탕,짜장면,가츠동,까르보나라,74,61,53,48,236,-6.010566876199542,0,0,1
2023-01-14,5,김치찌개,고추잡채덮밥,가츠동,오믈라이스,0,0,0,0,0,4.812763084551423,0,0,1
2023-01-15,6,순대국밥,볶음밥,냉모밀,스테이크,0,0,0,0,0,-1.373098292870477,0,0,1
2023-01-16,0,제육볶음,고추잡채덮밥,미소라멘,알리오 올리오,92,60,107,64,323,0.3236413330290991,0,0,1
2023-01-17,1,감자탕,마파두부덮밥,라멘,까르보나라,65,41,70,50,226,3.9286520545815806,0,0,1
2023-01-18,2,감자탕,고추잡채덮밥,미소라멘,까르보나라,114,58,119,74,365,-4.806778623176776,0,0,1
2023-01-19,3,김치찌개,고추잡채덮밥,우동,알리오 올리오,93,52,93,55,293,-3.7549416423184185,0,0,1
2023-01-20,4,감자탕,짬뽕,규동,스테이크,81,61,60,65,267,-4.8038338113565615,0,0,1
2023-01-21,5,감자탕,볶음밥,규동,까르보나라,0,0,0,0,0,-2.382408870076272,0,0,1
2023-01-22,6,순대국밥,마파두부덮밥,가츠동,스테이크,0,0,0,0,0,1.3189098180509806,0,0,1
2023-01-23,0,불고기,마파두부덮밥,규동,스테이크,66,48,66,71,251,1.5725635284383128,0,0,1
2023-01-24,1,감자탕,짬뽕,미소라멘,까르보나라,77,66,80,58,281,0.8288225379856613,0,0,1
2023-01-25,2,제육볶음,짬뽕,미소라멘,스테이크,66,64,90,69,289,-4.238297651677099,0,0,1
2023-01-26,3,순대국밥,짜장면,규동,까르보나라,95,86,77,68,326,-6.930310309897932,0,0,1
2023-01-27,4,부대찌개,짬뽕,우동,까르보나라,78,71,75,63,287,0.1630607561711468,0,0,1
2023-01-28,5,설렁탕,볶음밥,미소라멘,알리오 올리오,0,0,0,0,0,-1.4153281009150072,0,0,1
2023-01-29,6,감자탕,마파두부덮밥,우동,스테이크,0,0,0,0,0,1.3781573151498354,0,0,1
2023-01-30,0,불고기,마파두부덮밥,우동,알리오 올리오,56,41,59,40,196,2.1058608786638104,0,0,1
2023-01-31,1,감자탕,고추잡채덮밥,냉모밀,오믈라이스,93,55,43,68,259,0.4147242961760458,0,0,1
2023-02-01,2,순대국밥,고추잡채덮밥,라멘,알리오 올리오,66,42,78,45,231,2.280399256127561,0,0,1
2023-02-02,3,감자탕,짜장면,라멘,치킨까스,94,91,101,78,364,0.6876341223452053,0,0,1
2023-02-03,4,부대찌개,짬뽕,미소라멘,오믈라이스,51,46,55,38,190,1.5901941168044,0,0,1
2023-02-04,5,순대국밥,짜장면,냉모밀,스테이크,0,0,0,0,0,-2.1140197886096472,0,0,1
2023-02-05,6,불고기,마파두부덮밥,가츠동,까르보나라,0,0,0,0,0,-0.5388342414943756,0,0,1
2023-02-06,0,김치찌개,짜장면,라멘,치킨까스,67,71,79,60,277,0.5903282899708717,0,0,1
2023-02-07,1,순대국밥,볶음밥,가츠동,치킨까스,79,69,72,71,291,2.4615854262522565,0,0,1
2023-02-08,2,순대국밥,짬뽕,우동,까르보나라,91,74,91,65,321,-1.1812235166737164,0,0,1
2023-02-09,3,돈까스,마파두부덮밥,냉모밀,알리오 올리오,113,81,60,81,335,1.563501767196338,0,0,1
2023-02-10,4,제육볶음,볶음밥,가츠동,오믈라이스,56,50,52,46,204,-0.797516375746137,0,0,1
2023-02-11,5,감자탕,고추잡채덮밥,규동,오믈라이스,0,0,0,0,0,-0.352626501984391,0,0,1
2023-02-12,6,감자탕,볶음밥,가츠동,알리오 올리오,0,0,0,0,0,2.488557126072219,0,0,1
2023-02-13,0,부대찌개,고추잡채덮밥,냉모밀,까르보나라,103,54,43,71,271,-5.979181113162468,0,0,1
2023-02-14,1,감자탕,짬뽕,미소라멘,스테이크,73,54,76,58,261,-3.889416984224283,0,0,1
2023-02-15,2,김치찌개,볶음밥,미소라멘,치킨까스,71,53,80,55,259,-4.446556192328462,0,0,1
2023-02-16,3,순대국밥,짬뽕,라멘,치킨까스,93,76,110,72,351,-7.000848359544914,0,0,1
2023-02-17,4,감자탕,짜장면,규동,까르보나라,86,71,64,56,277,-2.03479332046553,0,0,1
2023-02-18,5,감자탕,짬뽕,가츠동,치킨까스,0,0,0,0,0,2.248301699183221,0,0,1
2023-02-19,6,김치찌개,짬뽕,미소라멘,까르보나라,0,0,0,0,0,-0.8546521991477243,0,0,1
2023-02-20,0,김치찌개,고추잡채덮밥,냉모밀,치킨까스,71,45,36,64,216,0.5933702458255564,0,0,1
2023-02-21,1,돈까스,볶음밥,우동,치킨까스,82,76,87,79,324,3.267652490132378,0,0,1
2023-02-22,2,감자탕,짜장면,라멘,치킨까스,82,79,89,68,318,3.9830583968030746,0,0,1
2023-02-23,3,순대국밥,볶음밥,미소라멘,치킨까스,93,69,106,72,340,-0.2074138041784186,0,0,1
2023-02-24,4,불고기,짜장면,우동,까르보나라,47,52,49,41,189,4.060757668708192,0,0,1
2023-02-25,5,제육볶음,짜장면,라멘,오믈라이스,0,0,0,0,0,0.2763799753023276,0,0,1
2023-02-26,6,돈까스,짬뽕,규동,오믈라이스,0,0,0,0,0,-2.512194671482386,0,0,1
2023-02-27,0,부대찌개,볶음밥,미소라멘,스테이크,65,46,70,54,235,-1.7832010565962055,0,0,1
2023-02-28,1,불고기,짜장면,가츠동,치킨까스,63,71,60,60,254,-4.441609537695049,0,0,1
2023-03-01,2,부대찌개,짬뽕,라멘,스테이크,275,249,311,269,1104,9.335598438799042,0,0,0
2023-03-02,3,설렁탕,짜장면,가츠동,스테이크,221,295,253,285,1054,10.925949935776712,0,0,0
2023-03-03,4,설렁탕,고추잡채덮밥,미소라멘,알리오 올리오,252,204,301,216,973,14.410755058135804,0,0,0
2023-03-04,5,김치찌개,짬뽕,냉모밀,까르보나라,0,0,0,0,0,17.16230949349795,0,0,0
2023-03-05,6,김치찌개,마파두부덮밥,가츠동,스테이크,0,0,0,0,0,7.85345545386888,0,0,0
2023-03-06,0,설렁탕,고추잡채덮밥,가츠동,알리오 올리오,267,216,305,229,1017,13.178482404779755,0,0,0
2023-03-07,1,김치찌개,볶음밥,미소라멘,까르보나라,292,255,332,243,1122,8.878368182527396,0,0,0
2023-03-08,2,불고기,고추잡채덮밥,규동,치킨까스,268,182,267,257,974,13.424091265389606,0,0,0
2023-03-09,3,부대찌개,마파두부덮밥,냉모밀,스테이크,261,205,216,307,989,11.60674004793682,0,0,0
2023-03-10,4,감자탕,짜장면,냉모밀,스테이크,234,228,108,220,790,6.507282522457409,0,0,0
2023-03-11,5,불고기,볶음밥,가츠동,까르보나라,0,0,0,0,0,14.784890974705451,0,0,0
2023-03-12,6,부대찌개,고추잡채덮밥,미소라멘,치킨까스,0,0,0,0,0,10.184997861573809,0,0,0
2023-03-13,0,설렁탕,마파두부덮밥,냉모밀,까르보나라,255,219,231,268,973,10.398299284879336,0,0,0
2023-03-14,1,설렁탕,짜장면,냉모밀,오믈라이스,241,267,127,200,835,8.79074276613093,0,0,0
2023-03-15,2,순대국밥,짬뽕,규동,알리오 올리오,264,301,301,216,1082,10.037150169937334,0,0,0
2023-03-16,3,설렁탕,볶음밥,규동,오믈라이스,217,237,258,216,928,13.283671322084752,0,0,0
2023-03-17,4,설렁탕,마파두부덮밥,냉모밀,스테이크,226,194,204,290,914,11.432266977190784,0,0,0
2023-03-18,5,김치찌개,마파두부덮밥,우동,치킨까스,0,0,0,0,0,12.985986006847444,0,0,0
2023-03-19,6,감자탕,짜장면,가츠동,오믈라이스,0,0,0,0,0,13.08576556178653,0,0,0
2023-03-20,0,설렁탕,마파두부덮밥,냉모밀,스테이크,220,189,199,283,891,15.9619849665845,0,0,0
2023-03-21,1,돈까스,볶음밥,라멘,오믈라이스,289,266,300,242,1097,10.97164154740686,0,0,0
2023-03-22,2,돈까스,짜장면,가츠동,치킨까스,242,271,233,232,978,7.569426549462804,0,0,0
2023-03-23,3,부대찌개,마파두부덮밥,냉모밀,치킨까스,261,205,216,273,955,15.20166724971595,0,0,0
2023-03-24,4,설렁탕,고추잡채덮밥,가츠동,까르보나라,185,149,211,193,738,11.005535483708236,0,0,0
2023-03-25,5,순대국밥,짬뽕,우동,스테이크,0,0,0,0,0,15.343777333732133,0,0,0
2023-03-26,6,설렁탕,짬뽕,라멘,스테이크,0,0,0,0,0,13.15013133954741,0,0,0
2023-03-27,0,불고기,고추잡채덮밥,미소라멘,까르보나라,235,160,235,206,836,11.606587409389965,0,0,0
2023-03-28,1,돈까스,볶음밥,냉모밀,치킨까스,260,239,197,249,945,13.046327682138886,0,0,0
2023-03-29,2,불고기,짬뽕,냉모밀,알리오 올리오,261,261,198,188,908,17.853037680378897,0,0,0
2023-03-30,3,설렁탕,볶음밥,라멘,오믈라이스,271,296,335,271,1173,18.23094158716126,0,0,0
2023-03-31,4,김치찌개,고추잡채덮밥,미소라멘,치킨까스,165,128,187,180,660,12.208143405398337,0,0,0
2023-04-01,5,부대찌개,짜장면,우동,까르보나라,0,0,0,0,0,12.480571779951228,0,0,0
2023-04-02,6,부대찌개,마파두부덮밥,라멘,까르보나라,0,0,0,0,0,15.228720472399155,0,0,0
2023-04-03,0,감자탕,짬뽕,냉모밀,까르보나라,299,259,138,228,924,9.46301690169796,0,0,0
2023-04-04,1,불고기,짜장면,미소라멘,오믈라이스,250,281,250,210,991,12.999211117854763,0,0,0
2023-04-05,2,부대찌개,고추잡채덮밥,미소라멘,치킨까스,224,166,244,234,868,11.92241145613843,0,0,0
2023-04-06,3,불고기,짬뽕,라멘,스테이크,196,196,204,211,807,12.941724634372662,0,0,0
2023-04-07,4,순대국밥,마파두부덮밥,규동,까르보나라,210,143,198,175,726,9.499893582151785,0,0,0
2023-04-08,5,김치찌개,고추잡채덮밥,라멘,스테이크,0,0,0,0,0,7.231297520073094,0,0,0
2023-04-09,6,김치찌개,짬뽕,규동,알리오 올리오,0,0,0,0,0,5.781049692026125,0,0,0
2023-04-10,0,설렁탕,고추잡채덮밥,냉모밀,스테이크,230,155,121,246,752,8.647847661031177,0,0,0
2023-04-11,1,감자탕,고추잡채덮밥,냉모밀,오믈라이스,290,205,230,254,979,10.623974145182,0,0,0
2023-04-12,2,설렁탕,고추잡채덮밥,라멘,치킨까스,201,163,249,230,843,11.120425240053716,0,0,0
2023-04-13,3,부대찌개,고추잡채덮밥,우동,알리오 올리오,238,176,227,186,827,17.81169348728855,0,0,0
2023-04-14,4,불고기,마파두부덮밥,라멘,스테이크,226,163,235,245,869,15.317980109721894,0,0,0
2023-04-15,5,제육볶음,고추잡채덮밥,미소라멘,까르보나라,0,0,0,0,0,9.113726650975115,1,0,0
2023-04-16,6,불고기,짜장면,냉모밀,오믈라이스,0,0,0,0,0,13.04312535735287,1,0,0
2023-04-17,0,불고기,볶음밥,우동,치킨까스,240,221,211,230,902,10.778765290949025,1,0,0
2023-04-18,1,불고기,마파두부덮밥,가츠동,오믈라이스,322,231,309,270,1132,11.146908485879717,1,0,0
2023-04-19,2,돈까스,볶음밥,미소라멘,스테이크,234,216,234,253,937,12.555976948246146,1,0,0
2023-04-20,3,제육볶음,볶음밥,가츠동,스테이크,311,276,287,323,1197,13.85751335092618,1,0,0
2023-04-21,4,제육볶음,마파두부덮밥,미소라멘,까르보나라,251,174,241,212,878,10.982224548347954,1,0,0
2023-04-22,5,제육볶음,마파두부덮밥,미소라멘,오믈라이스,0,0,0,0,0,15.191554598203076,0,0,0
2023-04-23,6,제육볶음,고추잡채덮밥,우동,오믈라이스,0,0,0,0,0,8.574185321572788,0,0,0
2023-04-24,0,불고기,짜장면,가츠동,까르보나라,217,243,208,191,859,12.019017187086805,0,0,0
2023-04-25,1,순대국밥,고추잡채덮밥,미소라멘,오믈라이스,222,171,252,212,857,19.79302117978749,0,0,0
2023-04-26,2,김치찌개,볶음밥,우동,치킨까스,204,214,204,223,845,12.669239227875826,0,0,0
2023-04-27,3,김치찌개,마파두부덮밥,가츠동,알리오 올리오,248,203,270,203,924,16.299643519818517,0,0,0
2023-04-28,4,김치찌개,마파두부덮밥,규동,치킨까스,143,117,162,155,577,12.274560534519624,0,0,0
2023-04-29,5,부대찌개,짜장면,가츠동,오믈라이스,0,0,0,0,0,13.74233128598939,0,0,0
2023-04-30,6,돈까스,마파두부덮밥,가츠동,스테이크,0,0,0,0,0,11.829650416821924,0,0,0
2023-05-01,0,설렁탕,고추잡채덮밥,가츠동,까르보나라,185,150,211,194,740,11.488777256507388,0,0,0
